,Full_Reviews,Ratings
1619,"I bought this laptop 2 weeks ago for 55k . Thank God I got a huge discount. I tested it completely by playing high end games and measuring temperatures and all things. I can say that it doesnot lag while playing. But the battery back up is so low and you cannot expect long battery in gaming laptops.
Performance:
Performance wise it is best . I played gta 5 it is giving fps around 50 to 60 and if we play for 3 hours then it starts heating
Battery:
Battery will completely drain in 4 hrs if u...",4
1620,"It's a nice laptop under 60k .Build quality is good (high quality plastic), keypad is fine , speakers are also good but the battery backup is a little less .The only disappointment was that i expected it to come with egro hinge but it was not.Overall good laptop",5
1621,Laptop is awesome 😎 Battery backup time is about 4 hours only & Every thing is great in this laptop. I get perfect delivery and perfect product 😃,4
1622,This laptop has amazing look... Display is fine..sound quality so nice.. Just go for it,5
1623,Awesome design and perfect for students use .I am happy with the product .♥️,5
1624,"Display is not that great, but its fine.
Booting time 3-4 seconds.
Look awesome.
Built Quality is pretty good.
Overall good laptop for officer use and light gaming.",4
1625,Yeah it's a vey good product nd value for money,4
1626,"Best laptop for working,it is very thin and light weight so very comfortable.",5
1627,All over a satisfactory experience . Keypad quality is good screen is also best and eye soothing and every thing is perfect as a daily life compact laptop.,5
1628,Nice,5
1629,Very god product with good functions. Everything is working perfectly!,5
1630,"It's a nice laptop under 60k .Build quality is good (high quality plastic), keypad is fine , speakers are also good but the battery backup is a little less .The only disappointment was that i expected it to come with egro hinge but it was not.Overall good laptop",5
1631,Laptop is awesome 😎 Battery backup time is about 4 hours only & Every thing is great in this laptop. I get perfect delivery and perfect product 😃,4
1632,This laptop has amazing look... Display is fine..sound quality so nice.. Just go for it,5
1633,Awesome design and perfect for students use .I am happy with the product .♥️,5
1634,"Display is not that great, but its fine.
Booting time 3-4 seconds.
Look awesome.
Built Quality is pretty good.
Overall good laptop for officer use and light gaming.",4
1635,Yeah it's a vey good product nd value for money,4
1636,"Best laptop for working,it is very thin and light weight so very comfortable.",5
1637,All over a satisfactory experience . Keypad quality is good screen is also best and eye soothing and every thing is perfect as a daily life compact laptop.,5
1638,Nice,5
1639,Very god product with good functions. Everything is working perfectly!,5
1640,"I was in confusion before order, when I received my lappy really loved it. Asus should we go this, yes of course in this process segment fingerprint unlock, compact design, backlit keyboard and superb display etc.. I really like my asus app for getting my laptop updated and healthy. Fast Charging is available. Battery i have not checked but fine decent packaging fast delivery thanks flipkart.",5
1641,"After one month of use ASUS VIVOBOOK 14/15 i3 core laptop value of money and good performance.
In this laptop there is baklit keyboard, which gives good typing experience in night and a finger prit reader for the security.
There is 14"" antiglare display and tracked is also good and fast.
This LAPTOP is good for daily work and also for student..
Number of ports:-
1 HDMI
1 Charging port
1 USB type C
3.5mm earphone jack
1 memory card reader
3 USB type A",5
1642,"After using 15 days I would say product is good to buy.
1. Sleek design.
2. Light weight.
3. Good battery backup.
4. Good performance according to configuration.
5. Sound and display is average.
However my experience with flipkart is horrible but rating is given here to product - Asus Vivobook X413JA. I found it value for money and would suggest to go for it.",5
1643,"Best compact laptop but build quality is not metalic!
Battery backup is good sound quality is descent and display is very bright 250nits",4
1644,"The laptop is thin and handy.. due to SSD booting speed is around 6 seconds. The ms office key is not included. Processor fan is close to display ,so you will feel warm .
Backlit keyboard is advantage. I dont see in any other model under 38k.

Brought it for 33250 including bank offer and serve the purpose.

If you look for a stylish ,handy and daily use laptop..go for it . !!",4
1645,"Best Laptop in 35k.. Looks premium and attractive.

Pros:-
(1) It comes with 14 inch Anti Glare Ips screen... Which u can not found in any laptop in this price segment.
(2) premium design, Good build Quality.
(3) Best combination of Windows 10th gen with 512gb makes working super smooth.
(4) Hermon Cardon spekars are not so much loud but pleasent to hear...

Cons:- Battery... It has almost 4 hrs battry backup with medium brightness level.
Build Quality:- Build quality can be more be...",5
1646,"This is nice laptop and performance are very smooth and looking is very pretty this is a light laptop and i got this in diwali sell and price this laptop 32737 and battery backup around 4to5 hour
This review after 8 days",4
1647,"1.Elegant design, light weight , performance is good.
2.Harman Kardon audio is very good but no difference with sonic master or other.
3.Average or say below average camera- maxi 0.9mp HD camera but better than other brand(in other brand generally 0.3 mp hd cam) at similar price range.
4. Battery : max 4 hrs to 4 & 1/2 hrs backup
5. Very attractive coloured Enter key. Like a sweet smile of that girl of a classroom who attract everyone eyes.
6. Keys are soft to press but touchpad left and r...",4
